hora,km_to_CO,start station id,cantidad_de_viajes,distancia_recorrida_sum,duracion_del_viaje,date_local,contaminante_co
09,0.7886,51,1,4.4321,852,2019-01-25,0.22699999999999998
13,0.7886,51,1,2.5347,727,2019-01-25,0.23
12,0.7886,51,1,2.9725,586,2019-01-26,0.237
10,0.7886,51,1,1.656,500,2019-01-27,0.17
13,0.7886,51,1,1.656,362,2019-01-27,0.17800000000000002
08,0.7886,51,1,2.9773,685,2019-01-28,0.207
09,0.7886,51,1,2.1935,567,2019-01-28,0.20199999999999999
10,0.7886,51,1,2.76,670,2019-01-28,0.19699999999999998
19,0.7886,51,1,4.1875,1074,2019-01-28,0.233
14,0.7886,51,3,9.2055,2443,2019-01-29,0.21600000000000003
17,0.7886,51,2,3.6758,1369,2019-01-29,0.266
18,0.7886,51,1,4.1408,950,2019-01-31,0.29600000000000004
14,0.7886,51,1,2.9725,710,2019-02-02,0.223
13,0.7886,51,1,2.1517,1282,2019-02-03,0.272
07,0.7886,51,1,3.1639999999999997,795,2019-02-04,0.43700000000000006
09,0.7886,51,1,4.4321,944,2019-02-04,0.379
10,0.7886,51,1,0.3428,109,2019-02-04,0.307
13,0.7886,51,1,1.0042,334,2019-02-04,0.321
14,0.7886,51,1,4.2197,996,2019-02-04,0.293
18,0.7886,51,1,2.7423,619,2019-02-04,0.327
19,0.7886,51,1,2.1935,537,2019-02-04,0.289
07,0.7886,51,3,9.693100000000001,2265,2019-02-05,0.368
12,0.7886,51,1,0.0,1269,2019-02-05,0.21899999999999997
17,0.7886,51,1,2.0455,749,2019-02-05,0.401
18,0.7886,51,2,8.3139,2300,2019-02-05,0.257
07,0.7886,51,2,5.5039,1381,2019-02-07,0.348
08,0.7886,51,2,6.9492,2009,2019-02-07,0.324
09,0.7886,51,1,5.0791,1259,2019-02-07,0.251
16,0.7886,51,1,2.9725,745,2019-02-07,0.326
06,0.7886,51,1,2.7826,679,2019-02-08,0.302
07,0.7886,51,1,4.7476,879,2019-02-08,0.35200000000000004
15,0.7886,51,1,4.0926,1044,2019-02-08,0.231
19,0.7886,51,1,0.8175,200,2019-02-08,0.18600000000000003
16,0.7886,51,1,1.656,355,2019-02-09,0.16399999999999998
11,0.7886,51,2,1.2552,367,2019-02-10,0.168
07,0.7886,51,2,5.7551000000000005,1497,2019-02-11,0.205
09,0.7886,51,1,5.0791,1237,2019-02-11,0.2
10,0.7886,51,1,0.8175,229,2019-02-11,0.19699999999999998
08,0.7886,51,1,5.0791,1189,2019-02-14,0.209
16,0.7886,51,1,2.9725,658,2019-02-14,0.266
16,0.7886,51,1,1.1153,264,2019-02-16,0.191
17,0.7886,51,1,1.3293,345,2019-02-16,0.22
18,0.7886,51,3,4.1875,2092,2019-02-16,0.196
14,0.7886,51,1,0.9865,299,2019-02-17,0.18
16,0.7886,51,1,0.3428,92,2019-02-17,0.19899999999999998
09,0.7886,51,1,5.0791,1149,2019-02-19,0.183
11,0.7886,51,1,1.1153,303,2019-02-19,0.17600000000000002
12,0.7886,51,1,4.5593,1333,2019-02-19,0.20800000000000002
07,0.7886,51,1,2.7826,763,2019-02-20,0.419
08,0.7886,51,2,9.5112,2075,2019-02-20,0.35200000000000004
17,0.7886,51,2,3.6758,1322,2019-02-20,0.395
09,0.7886,51,1,5.0791,1240,2019-02-21,0.41600000000000004
16,0.7886,51,1,2.9725,696,2019-02-21,0.251
17,0.7886,51,1,6.2072,1351,2019-02-21,0.282
18,0.7886,51,1,4.1875,1188,2019-02-21,0.313
07,0.7886,51,2,6.057600000000001,1516,2019-02-22,0.261
16,0.7886,51,1,0.0,2032,2019-02-22,0.252
18,0.7886,51,3,8.14,1822,2019-02-22,0.272
11,0.7886,51,1,1.1153,298,2019-02-23,0.253
12,0.7886,51,2,2.1468,570,2019-02-23,0.24100000000000002
14,0.7886,51,1,3.6967,1151,2019-02-23,0.256
07,0.7886,51,1,2.9725,948,2019-02-25,0.21100000000000002
12,0.7886,51,2,1.1426,286,2019-02-26,0.188
13,0.7886,51,1,1.0042,370,2019-02-26,0.19899999999999998
14,0.7886,51,1,1.1153,311,2019-02-26,0.209
08,0.7886,51,3,11.9398,3174,2019-02-27,0.222
14,0.7886,51,1,2.5041,741,2019-02-27,0.245
13,0.7886,51,1,4.5593,1323,2019-02-28,0.225
16,0.7886,51,1,2.9725,625,2019-02-28,0.221
17,0.7886,51,1,6.2056,1550,2019-02-28,0.253
10,0.7886,51,1,4.4321,904,2019-03-01,0.28600000000000003
19,0.7886,51,2,7.3032,2140,2019-03-01,0.431
10,0.7886,51,1,5.0791,1219,2019-03-04,0.304
08,0.7886,51,1,5.0791,1349,2019-03-05,0.265
15,0.7886,51,1,0.0,918,2019-03-05,0.263
16,0.7886,51,1,2.7439,842,2019-03-05,0.307
09,0.7886,51,1,4.0008,1045,2019-03-06,0.235
15,0.7886,51,1,1.2054,584,2019-03-06,0.22699999999999998
16,0.7886,51,1,2.9725,699,2019-03-06,0.23600000000000002
07,0.7886,51,1,3.6967,1208,2019-03-07,0.304
07,0.7886,51,1,3.1639999999999997,864,2019-03-08,0.314
08,0.7886,51,2,7.517200000000001,1930,2019-03-08,0.268
09,0.7886,51,1,5.0791,1119,2019-03-08,0.231
12,0.7886,51,2,7.5076,1974,2019-03-08,0.235
18,0.7886,51,2,4.7588,2879,2019-03-08,0.373
17,0.7886,51,1,1.8749,430,2019-03-09,0.237
09,0.7886,51,3,10.7085,2756,2019-03-11,0.233
15,0.7886,51,1,0.0,1475,2019-03-11,0.20800000000000002
17,0.7886,51,1,1.0042,583,2019-03-11,0.225
08,0.7886,51,1,3.1639999999999997,799,2019-03-12,0.196
08,0.7886,51,3,11.9398,3083,2019-03-13,0.28300000000000003
10,0.7886,51,1,4.4321,950,2019-03-13,0.31
11,0.7886,51,1,4.7604,1334,2019-03-13,0.273
12,0.7886,51,1,2.9548,645,2019-03-13,0.22
20,0.7886,51,1,2.6844,900,2019-03-13,0.275
08,0.7886,51,1,3.1639999999999997,929,2019-03-14,0.26
09,0.7886,51,1,4.4321,1175,2019-03-14,0.24
11,0.7886,51,2,5.1854,1920,2019-03-14,0.24100000000000002
18,0.7886,51,1,3.8978,791,2019-03-14,0.258
08,0.7886,51,2,7.4094,1593,2019-03-15,0.201
09,0.7886,51,1,5.0791,1225,2019-03-15,0.18600000000000003
16,0.7886,51,2,5.5184999999999995,1602,2019-03-15,0.27399999999999997
18,0.7886,51,1,3.0658,683,2019-03-15,0.215
19,0.7886,51,2,4.990600000000001,1303,2019-03-15,0.249
08,0.7886,51,1,0.0,841,2019-03-16,0.19
12,0.7886,51,1,1.2054,496,2019-03-16,0.18
08,0.7886,51,1,5.0791,1239,2019-03-18,0.207
09,0.7886,51,1,2.9773,623,2019-03-18,0.205
12,0.7886,51,2,3.3153,757,2019-03-18,0.188
08,0.7886,51,3,11.0257,2737,2019-03-19,0.221
11,0.7886,51,1,2.76,675,2019-03-19,0.19
18,0.7886,51,1,4.0314,1118,2019-03-19,0.20800000000000002
19,0.7886,51,2,5.8886,1743,2019-03-19,0.218
08,0.7886,51,2,8.2431,1956,2019-03-20,0.312
11,0.7886,51,3,4.4159999999999995,3258,2019-03-20,0.207
12,0.7886,51,2,3.7691,1064,2019-03-20,0.23199999999999998
17,0.7886,51,1,2.7423,562,2019-03-20,0.254
18,0.7886,51,1,2.76,792,2019-03-20,0.293
19,0.7886,51,2,5.3929,1025,2019-03-20,0.242
09,0.7886,51,1,5.0791,1252,2019-03-21,0.217
14,0.7886,51,2,3.4665,1044,2019-03-21,0.24100000000000002
16,0.7886,51,2,7.1648000000000005,1927,2019-03-21,0.24600000000000002
17,0.7886,51,1,0.3428,601,2019-03-21,0.23
18,0.7886,51,1,4.4418,1105,2019-03-21,0.19399999999999998
19,0.7886,51,1,4.6832,1779,2019-03-21,0.182
15,0.7886,51,1,0.0,461,2019-03-22,0.26
20,0.7886,51,1,0.6276,179,2019-03-22,0.226
14,0.7886,51,2,8.3846,2062,2019-03-24,0.198
15,0.7886,51,1,0.6276,361,2019-03-24,0.215
16,0.7886,51,2,0.0,2599,2019-03-24,0.182
17,0.7886,51,1,3.6967,1443,2019-03-24,0.196
20,0.7886,51,1,2.5927,783,2019-03-24,0.244
08,0.7886,51,5,17.868599999999997,4777,2019-03-25,0.16399999999999998
09,0.7886,51,1,5.0791,1222,2019-03-25,0.166
16,0.7886,51,1,1.0042,260,2019-03-25,0.209
17,0.7886,51,1,2.7826,670,2019-03-25,0.23
18,0.7886,51,3,10.1453,2277,2019-03-25,0.198
19,0.7886,51,1,4.5593,901,2019-03-25,0.204
08,0.7886,51,3,11.2204,2633,2019-03-26,0.183
09,0.7886,51,1,4.7604,1436,2019-03-26,0.17800000000000002
15,0.7886,51,1,1.656,423,2019-03-26,0.16699999999999998
18,0.7886,51,1,4.1875,1060,2019-03-26,0.182
08,0.7886,51,3,12.033100000000001,3093,2019-03-27,0.21100000000000002
13,0.7886,51,2,0.6856,189,2019-03-27,0.19899999999999998
15,0.7886,51,1,1.1153,537,2019-03-27,0.17600000000000002
16,0.7886,51,1,1.0042,336,2019-03-27,0.218
17,0.7886,51,1,2.7826,757,2019-03-27,0.20800000000000002
18,0.7886,51,1,4.1875,882,2019-03-27,0.23800000000000002
08,0.7886,51,3,15.6235,3905,2019-03-28,0.205
09,0.7886,51,2,7.583200000000001,4348,2019-03-29,0.249
11,0.7886,51,1,5.2577,1810,2019-03-29,0.22699999999999998
13,0.7886,51,1,0.9865,279,2019-03-29,0.28300000000000003
15,0.7886,51,1,0.0,269,2019-03-29,0.32
16,0.7886,51,2,3.5631000000000004,1191,2019-03-30,0.174
19,0.7886,51,1,1.7252,1674,2019-03-30,0.20199999999999999
07,0.7886,51,1,2.6844,602,2019-03-31,0.134
09,0.7886,51,2,8.164200000000001,1944,2019-04-01,0.191
11,0.7886,51,1,2.3545,665,2019-04-01,0.179
12,0.7886,51,1,2.76,647,2019-04-01,0.177
16,0.7886,51,2,2.4092000000000002,1314,2019-04-01,0.17
08,0.7886,51,3,12.6752,2920,2019-04-02,0.249
09,0.7886,51,2,0.9141,452,2019-04-02,0.2
12,0.7886,51,1,5.2288,1794,2019-04-02,0.193
16,0.7886,51,2,6.5227,4001,2019-04-02,0.22899999999999998
17,0.7886,51,1,2.7423,642,2019-04-02,0.252
08,0.7886,51,2,9.5112,2224,2019-04-03,0.192
09,0.7886,51,1,2.9773,682,2019-04-03,0.177
10,0.7886,51,1,2.76,635,2019-04-03,0.18100000000000002
12,0.7886,51,1,2.3545,660,2019-04-03,0.213
15,0.7886,51,1,2.9725,767,2019-04-03,0.187
16,0.7886,51,1,0.0,1721,2019-04-03,0.19699999999999998
17,0.7886,51,1,1.0042,273,2019-04-03,0.182
18,0.7886,51,1,4.1875,1578,2019-04-03,0.19
09,0.7886,51,2,9.5112,2087,2019-04-04,0.182
10,0.7886,51,1,5.7824,1397,2019-04-04,0.16699999999999998
15,0.7886,51,1,4.4418,1158,2019-04-04,0.204
16,0.7886,51,2,3.3153,783,2019-04-04,0.21100000000000002
18,0.7886,51,1,3.0658,774,2019-04-04,0.233
08,0.7886,51,3,12.2712,2752,2019-04-05,0.19399999999999998
13,0.7886,51,2,0.3428,1974,2019-04-05,0.35100000000000003
14,0.7886,51,1,1.3293,480,2019-04-05,0.20600000000000002
18,0.7886,51,2,4.0523,1244,2019-04-05,0.267
10,0.7886,51,2,5.8146,1610,2019-04-06,0.22899999999999998
17,0.7886,51,3,4.622,2173,2019-04-06,0.19399999999999998
18,0.7886,51,4,15.631599999999999,5690,2019-04-06,0.17600000000000002
09,0.7886,51,2,2.2965,5284,2019-04-07,0.19899999999999998
11,0.7886,51,1,0.0,444,2019-04-07,0.21
15,0.7886,51,2,2.6716,1031,2019-04-07,0.275
16,0.7886,51,2,4.4159999999999995,1601,2019-04-07,0.24100000000000002
17,0.7886,51,2,4.1682,2180,2019-04-07,0.23
18,0.7886,51,1,0.5713,500,2019-04-07,0.266
19,0.7886,51,1,3.7997,941,2019-04-07,0.24600000000000002
09,0.7886,51,1,5.0791,1265,2019-04-08,0.217
16,0.7886,51,1,4.4418,1261,2019-04-08,0.198
17,0.7886,51,1,2.7423,536,2019-04-08,0.17600000000000002
12,0.7886,51,1,0.5713,215,2019-04-09,0.23399999999999999
13,0.7886,51,1,2.7826,746,2019-04-09,0.19899999999999998
15,0.7886,51,4,5.5393,5429,2019-04-09,0.23199999999999998
16,0.7886,51,1,3.8978,790,2019-04-09,0.221
08,0.7886,51,2,8.0564,2037,2019-04-10,0.204
09,0.7886,51,2,10.7954,2760,2019-04-10,0.196
11,0.7886,51,3,6.2844999999999995,1868,2019-04-10,0.184
12,0.7886,51,1,2.0519,497,2019-04-10,0.165
15,0.7886,51,1,5.2288,1754,2019-04-10,0.191
18,0.7886,51,1,3.8978,803,2019-04-10,0.172
19,0.7886,51,1,4.1875,981,2019-04-10,0.171
08,0.7886,51,1,5.0791,1254,2019-04-11,0.183
10,0.7886,51,1,1.8379,527,2019-04-11,0.16
14,0.7886,51,1,1.6979,401,2019-04-11,0.204
16,0.7886,51,1,0.5713,1557,2019-04-11,0.24100000000000002
17,0.7886,51,4,6.044600000000001,2795,2019-04-11,0.263
18,0.7886,51,4,7.037599999999999,3829,2019-04-11,0.245
09,0.7886,51,2,9.5112,2255,2019-04-12,0.24
10,0.7886,51,2,3.621,1302,2019-04-12,0.273
12,0.7886,51,2,3.5856,1313,2019-04-12,0.311
16,0.7886,51,2,1.7252,1870,2019-04-12,0.281
17,0.7886,51,1,3.9219999999999997,979,2019-04-12,0.28300000000000003
18,0.7886,51,1,3.0658,667,2019-04-12,0.287
12,0.7886,51,1,0.5713,5911,2019-04-13,0.26899999999999996
13,0.7886,51,3,7.6122,3215,2019-04-13,0.217
17,0.7886,51,1,5.7824,2233,2019-04-13,0.293
18,0.7886,51,1,0.3428,172,2019-04-13,0.268
10,0.7886,51,2,3.9944,2743,2019-04-14,0.23
16,0.7886,51,1,0.0,524,2019-04-14,0.175
11,0.7886,51,4,8.5424,3980,2019-04-15,0.268
14,0.7886,51,1,0.5713,958,2019-04-15,0.193
16,0.7886,51,1,2.6844,692,2019-04-15,0.193
18,0.7886,51,2,4.1697999999999995,3110,2019-04-15,0.18600000000000003
13,0.7886,51,1,1.0042,297,2019-04-16,0.17800000000000002
17,0.7886,51,1,4.8618,1275,2019-04-16,0.177
20,0.7886,51,1,4.0926,40014,2019-04-16,0.149
08,0.7886,51,1,5.0791,1231,2019-04-17,0.158
09,0.7886,51,1,4.0008,816,2019-04-17,0.204
10,0.7886,51,1,2.8872,877,2019-04-17,0.23399999999999999
11,0.7886,51,1,2.76,622,2019-04-17,0.154
15,0.7886,51,1,0.5713,10087,2019-04-17,0.19399999999999998
16,0.7886,51,1,1.0042,259,2019-04-17,0.185
18,0.7886,51,2,4.0716,975,2019-04-17,0.22
21,0.7886,51,1,0.6276,384,2019-04-17,0.172
08,0.7886,51,2,9.5112,2043,2019-04-18,0.228
11,0.7886,51,1,0.3428,179,2019-04-18,0.196
13,0.7886,51,1,2.0181,459,2019-04-18,0.205
14,0.7886,51,1,0.0,5419,2019-04-18,0.20800000000000002
16,0.7886,51,2,2.0084,646,2019-04-18,0.205
18,0.7886,51,2,4.1875,1426,2019-04-18,0.215
07,0.7886,51,1,0.0,883,2019-04-19,0.135
10,0.7886,51,1,1.0042,2029,2019-04-19,0.159
14,0.7886,51,1,2.0181,515,2019-04-19,0.168
15,0.7886,51,1,4.0926,875,2019-04-19,0.155
18,0.7886,51,3,7.4931,2503,2019-04-19,0.207
19,0.7886,51,5,7.085899999999999,17152,2019-04-19,0.19699999999999998
14,0.7886,51,2,6.13,3384,2019-04-20,0.19399999999999998
16,0.7886,51,1,0.0,3262,2019-04-20,0.177
13,0.7886,51,2,7.3305,2015,2019-04-21,0.16899999999999998
15,0.7886,51,1,1.0042,3525,2019-04-21,0.191
08,0.7886,51,2,5.6617,1390,2019-04-22,0.21899999999999997
09,0.7886,51,2,8.7339,2556,2019-04-22,0.185
13,0.7886,51,1,2.7826,655,2019-04-22,0.244
07,0.7886,51,1,2.76,700,2019-04-23,0.212
08,0.7886,51,3,10.6636,2863,2019-04-23,0.217
10,0.7886,51,1,1.3293,354,2019-04-23,0.17800000000000002
11,0.7886,51,1,0.0,1118,2019-04-23,0.18100000000000002
13,0.7886,51,1,0.0,332,2019-04-23,0.247
14,0.7886,51,1,1.0042,313,2019-04-23,0.209
17,0.7886,51,3,6.376200000000001,1472,2019-04-23,0.18600000000000003
18,0.7886,51,1,2.6844,1354,2019-04-23,0.183
19,0.7886,51,1,0.0,378,2019-04-23,0.2
08,0.7886,51,1,5.0791,1158,2019-04-24,0.282
09,0.7886,51,2,5.6777999999999995,1352,2019-04-24,0.245
10,0.7886,51,1,2.76,721,2019-04-24,0.196
11,0.7886,51,1,2.3545,695,2019-04-24,0.18600000000000003
13,0.7886,51,2,1.7429000000000001,1524,2019-04-24,0.18
16,0.7886,51,1,2.7423,1607,2019-04-24,0.17
17,0.7886,51,3,6.7334,3367,2019-04-24,0.159
18,0.7886,51,1,0.5713,1234,2019-04-24,0.2
21,0.7886,51,1,4.1875,870,2019-04-24,0.20600000000000002
07,0.7886,51,3,7.2854,3341,2019-04-25,0.195
08,0.7886,51,1,1.0042,302,2019-04-25,0.16399999999999998
09,0.7886,51,2,9.5112,2106,2019-04-25,0.20199999999999999
12,0.7886,51,2,3.6758,1374,2019-04-25,0.174
13,0.7886,51,3,3.7868,3388,2019-04-25,0.179
15,0.7886,51,3,3.4279,1119,2019-04-25,0.172
17,0.7886,51,3,5.4025,1354,2019-04-25,0.203
11,0.7886,51,1,3.6387,2239,2019-04-26,0.166
15,0.7886,51,1,2.7423,831,2019-04-26,0.201
11,0.7886,51,2,5.1466,1822,2019-04-27,0.183
12,0.7886,51,1,0.3428,1880,2019-04-27,0.17300000000000001
13,0.7886,51,3,10.433399999999999,18198,2019-04-27,0.18100000000000002
15,0.7886,51,2,1.8216999999999999,3462,2019-04-27,0.185
16,0.7886,51,1,0.3428,121,2019-04-27,0.177
17,0.7886,51,1,0.0,197,2019-04-27,0.19399999999999998
19,0.7886,51,1,0.0,280,2019-04-27,0.177
09,0.7886,51,1,2.5927,557,2019-04-28,0.161
11,0.7886,51,1,2.5347,813,2019-04-28,0.18600000000000003
15,0.7886,51,1,1.6979,529,2019-04-28,0.205
16,0.7886,51,1,2.2386,750,2019-04-28,0.217
07,0.7886,51,1,2.5927,612,2019-04-29,0.21899999999999997
11,0.7886,51,3,8.1449,2930,2019-04-29,0.17600000000000002
16,0.7886,51,1,2.7423,597,2019-04-29,0.177
17,0.7886,51,1,1.0042,313,2019-04-29,0.212
18,0.7886,51,1,4.1875,1161,2019-04-29,0.302
19,0.7886,51,2,4.4675,1737,2019-04-29,0.254
09,0.7886,51,1,2.5927,721,2019-04-30,0.261
15,0.7886,51,3,10.147,3648,2019-04-30,0.239
16,0.7886,51,1,0.3428,2713,2019-04-30,0.268
17,0.7886,51,3,8.4442,2081,2019-04-30,0.264
18,0.7886,51,3,4.5126,1364,2019-04-30,0.21
08,0.7886,51,2,5.2771,1381,2019-05-01,0.462
11,0.7886,51,1,1.8749,497,2019-05-01,0.37799999999999995
12,0.7886,51,1,3.0851,1427,2019-05-01,0.301
13,0.7886,51,1,2.7826,799,2019-05-01,0.302
17,0.7886,51,1,1.0042,254,2019-05-01,0.293
20,0.7886,51,1,0.8175,5608,2019-05-01,0.233
10,0.7886,51,1,2.7826,837,2019-05-02,0.23600000000000002
15,0.7886,51,1,3.7562,971,2019-05-02,0.207
17,0.7886,51,2,3.7288,3144,2019-05-02,0.218
09,0.7886,51,2,6.0881,1406,2019-05-03,0.265
11,0.7886,51,1,1.7252,1380,2019-05-03,0.23600000000000002
16,0.7886,51,1,2.7826,718,2019-05-03,0.40399999999999997
17,0.7886,51,1,3.9091,1127,2019-05-03,0.284
11,0.7886,51,2,4.2293,1870,2019-05-04,0.18600000000000003
12,0.7886,51,1,1.9280000000000002,668,2019-05-04,0.223
15,0.7886,51,1,2.5927,665,2019-05-05,0.168
22,0.7886,51,2,4.4096,1051,2019-05-05,0.205
08,0.7886,51,2,9.6593,2190,2019-05-06,0.18100000000000002
09,0.7886,51,1,2.7826,734,2019-05-06,0.174
10,0.7886,51,2,3.1704,3252,2019-05-06,0.165
13,0.7886,51,2,3.0271999999999997,2301,2019-05-06,0.203
17,0.7886,51,3,12.541599999999999,3894,2019-05-06,0.17300000000000001
18,0.7886,51,4,13.796800000000003,4899,2019-05-06,0.198
09,0.7886,51,2,4.4386,1127,2019-05-07,0.163
12,0.7886,51,2,3.4358999999999997,983,2019-05-07,0.22899999999999998
15,0.7886,51,1,1.656,519,2019-05-07,0.218
17,0.7886,51,3,4.6381,3426,2019-05-07,0.179
18,0.7886,51,3,11.791599999999999,2833,2019-05-07,0.19899999999999998
19,0.7886,51,3,6.8976,4651,2019-05-07,0.295
08,0.7886,51,1,5.3221,1195,2019-05-08,0.223
10,0.7886,51,1,4.4321,1194,2019-05-08,0.19
11,0.7886,51,1,3.2975,1478,2019-05-08,0.182
12,0.7886,51,1,0.5713,501,2019-05-08,0.182
13,0.7886,51,1,1.3358,371,2019-05-08,0.171
15,0.7886,51,2,2.7294,542,2019-05-08,0.214
19,0.7886,51,5,21.1259,5888,2019-05-08,0.322
21,0.7886,51,1,0.0,1536,2019-05-08,0.26
23,0.7886,51,1,2.1517,533,2019-05-08,0.14300000000000002
09,0.7886,51,1,3.9976,1185,2019-05-09,0.14800000000000002
12,0.7886,51,1,3.9976,1157,2019-05-09,0.166
13,0.7886,51,1,4.2197,1178,2019-05-09,0.171
17,0.7886,51,1,2.7423,835,2019-05-09,0.17600000000000002
19,0.7886,51,1,3.7562,1579,2019-05-09,0.17300000000000001
07,0.7886,51,1,5.0791,1066,2019-05-10,0.18600000000000003
08,0.7886,51,2,8.5037,1902,2019-05-10,0.18600000000000003
13,0.7886,51,1,2.7826,734,2019-05-10,0.252
16,0.7886,51,1,1.0042,294,2019-05-10,0.243
17,0.7886,51,1,1.0042,244,2019-05-10,0.223
18,0.7886,51,1,3.0658,753,2019-05-10,0.299
12,0.7886,51,3,9.3697,5873,2019-05-11,0.134
15,0.7886,51,1,5.2288,2345,2019-05-11,0.136
16,0.7886,51,2,2.9257999999999997,15368,2019-05-11,0.134
17,0.7886,51,1,2.1066,528,2019-05-11,0.145
22,0.7886,51,1,2.7826,114155,2019-05-11,0.141
08,0.7886,51,1,4.5335,1642,2019-05-13,0.2
09,0.7886,51,4,11.0868,2881,2019-05-13,0.195
11,0.7886,51,1,2.3545,717,2019-05-13,0.17800000000000002
12,0.7886,51,1,0.5713,143,2019-05-13,0.162
08,0.7886,51,3,10.546100000000001,2910,2019-05-14,0.19
09,0.7886,51,2,9.192499999999999,2123,2019-05-14,0.17
16,0.7886,51,1,3.8978,765,2019-05-14,0.228
22,0.7886,51,1,2.4333,486,2019-05-14,0.213
08,0.7886,51,1,4.3372,995,2019-05-15,0.17600000000000002
09,0.7886,51,1,2.5927,644,2019-05-15,0.187
11,0.7886,51,1,2.3545,632,2019-05-15,0.152
12,0.7886,51,2,5.421900000000001,1190,2019-05-15,0.165
17,0.7886,51,2,6.2265999999999995,1313,2019-05-15,0.17300000000000001
20,0.7886,51,1,0.3428,1752,2019-05-15,0.452
07,0.7886,51,1,2.5927,691,2019-05-16,0.28800000000000003
08,0.7886,51,1,3.9091,857,2019-05-16,0.21600000000000003
09,0.7886,51,1,4.3372,932,2019-05-16,0.179
14,0.7886,51,1,0.0,676,2019-05-16,0.179
17,0.7886,51,4,12.9745,3660,2019-05-16,0.268
18,0.7886,51,2,4.8473,3251,2019-05-16,0.28
20,0.7886,51,2,6.0221,2914,2019-05-16,0.475
22,0.7886,51,1,4.1875,952,2019-05-16,0.294
08,0.7886,51,1,2.5927,571,2019-05-17,0.40700000000000003
09,0.7886,51,1,5.0791,1394,2019-05-17,0.287
17,0.7886,51,1,3.9219999999999997,1090,2019-05-17,0.447
18,0.7886,51,2,4.7813,1454,2019-05-17,0.455
19,0.7886,51,3,11.4602,504171,2019-05-17,0.408
09,0.7886,51,1,2.7826,782,2019-05-18,0.129
11,0.7886,51,2,0.6856,231,2019-05-18,0.16
12,0.7886,51,2,3.1108,2472,2019-05-18,0.133
13,0.7886,51,2,4.4256,12832,2019-05-18,0.13
14,0.7886,51,1,3.9574,1161,2019-05-18,0.183
16,0.7886,51,1,4.1875,957,2019-05-18,0.146
17,0.7886,51,1,4.7604,1332,2019-05-18,0.162
19,0.7886,51,3,4.8666,3880,2019-05-18,0.24
08,0.7886,51,1,3.6613,988,2019-05-19,0.13
14,0.7886,51,2,2.4333,619,2019-05-19,0.158
15,0.7886,51,1,8.4523,4150,2019-05-19,0.17
19,0.7886,51,1,0.5713,1020,2019-05-19,0.19
22,0.7886,51,1,0.0,361,2019-05-19,0.132
09,0.7886,51,1,5.0791,1132,2019-05-20,0.22
11,0.7886,51,1,2.3545,711,2019-05-20,0.244
12,0.7886,51,1,2.1935,1237,2019-05-20,0.215
13,0.7886,51,3,2.9805,4627,2019-05-20,0.195
14,0.7886,51,1,4.4418,1163,2019-05-20,0.19399999999999998
15,0.7886,51,3,5.0791,4944,2019-05-20,0.218
16,0.7886,51,1,3.8978,800,2019-05-20,0.226
17,0.7886,51,5,9.3889,3188,2019-05-20,0.226
18,0.7886,51,3,6.8719,2611,2019-05-20,0.242
07,0.7886,51,1,2.7826,707,2019-05-21,0.136
08,0.7886,51,1,5.0791,1107,2019-05-21,0.139
